model_name,PCK@0.05,PCK@0.1,PCK@0.2,MPJPE_px,match_precision_like,match_recall_like,matched_instances,total_gt_instances,total_pred_instances,joint_pck_02_nose,joint_pck_02_left_eye,joint_pck_02_right_eye,joint_pck_02_left_ear,joint_pck_02_right_ear,joint_pck_02_left_shoulder,joint_pck_02_right_shoulder,joint_pck_02_left_elbow,joint_pck_02_right_elbow,joint_pck_02_left_wrist,joint_pck_02_right_wrist,joint_pck_02_left_hip,joint_pck_02_right_hip,joint_pck_02_left_knee,joint_pck_02_right_knee,joint_pck_02_left_ankle,joint_pck_02_right_ankle,joint_mpjpe_px_nose,joint_mpjpe_px_left_eye,joint_mpjpe_px_right_eye,joint_mpjpe_px_left_ear,joint_mpjpe_px_right_ear,joint_mpjpe_px_left_shoulder,joint_mpjpe_px_right_shoulder,joint_mpjpe_px_left_elbow,joint_mpjpe_px_right_elbow,joint_mpjpe_px_left_wrist,joint_mpjpe_px_right_wrist,joint_mpjpe_px_left_hip,joint_mpjpe_px_right_hip,joint_mpjpe_px_left_knee,joint_mpjpe_px_right_knee,joint_mpjpe_px_left_ankle,joint_mpjpe_px_right_ankle
best,0.8874950271847235,0.9557552048799894,0.9840140564911816,7.034946857301087,0.8469446500534583,0.9765765765765766,10298,10545,12159,0.9953679334666807,0.995420346745175,0.9954198473282443,0.993913507741591,0.9946768060836502,0.9894142554693014,0.9891402714932127,0.971134704711347,0.9699215344376635,0.9451093210586882,0.9501532871579426,0.9952830188679245,0.994537906925934,0.9930462364279614,0.9904137847348623,0.9797163120567376,0.9803478014986569,4.246471844854783,4.037213207143822,4.002776954457057,4.295745529042989,4.346281550654517,5.478698607798148,5.56887089421431,8.986693882514691,8.967500777968583,13.615040029645245,13.046803164546448,5.602745213614822,5.661534222178589,7.263718902103209,7.621793956266692,9.517217599269282,9.595634495062955
best_pose_model,0.9323318632855567,0.9822216097023153,0.9945791988239617,5.032281554044368,0.8756770269144238,0.9965860597439545,10509,10545,12001,0.9986471016755125,0.998707453683757,0.9987066178055616,0.9987369750552574,0.9986057486057486,0.9984103328365623,0.9981163874293645,0.9940938422837143,0.9942807812668609,0.9772805114739126,0.9844507042253521,0.9992382196104037,0.9990241786837255,0.9962406015037594,0.996142719382835,0.9856358259400084,0.9854116986954692,2.0660900960673403,1.9329425813145993,1.918469675862033,2.502282214821683,2.444032515197011,3.961979182498327,3.9875697803197463,6.426248438465816,6.389806702941068,9.158868730094667,8.397170964556505,4.470248494707311,4.563152777457804,5.903702529200051,6.010649398667651,9.124274121314636,9.162690732837948
